event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),,,,,,
13a676,STCBE-4,CAMP_DIW_01,P01,172,33% OFF,203,296,,115.24,23393.72,50912,,
42fb76,STHYD-5,CAMP_DIW_01,P10,65,50% OFF,112,151,,32.5,3640,9815,,
f741af,STHYD-2,CAMP_SAN_01,P01,172,33% OFF,333,456,,115.24,38374.92,78432,,
5c6465,STHYD-5,CAMP_SAN_01,P08,1190,BOGOF,36,139,,595,21420,165410,,
2ba228,STCHE-5,CAMP_DIW_01,P02,860,33% OFF,316,388,,576.2,182079.2,333680,,
21ac82,STHYD-2,CAMP_SAN_01,P06,415,25% OFF,46,34,,311.25,14317.5,14110,,
8e97d1,STBLR-7,CAMP_SAN_01,P09,90,25% OFF,72,58,,67.5,4860,5220,,
335090,STMYS-0,CAMP_DIW_01,P15,3000,500 Cashback,262,673,,2500,655000,2019000,,
fc8d10,STMLR-0,CAMP_SAN_01,P08,1190,BOGOF,27,70,,595,16065,83300,,
9a425b,STCBE-0,CAMP_DIW_01,P03,156,25% OFF,276,267,,117,32292,41652,,
4f570c,STBLR-7,CAMP_DIW_01,P05,55,25% OFF,122,107,,41.25,5032.5,5885,,
d1138a,STTRV-1,CAMP_DIW_01,P12,62,50% OFF,63,84,,31,1953,5208,,
b6dd84,STVJD-1,CAMP_SAN_01,P01,172,33% OFF,166,225,,115.24,19129.84,38700,,
151c7d,STMLR-1,CAMP_DIW_01,P06,415,25% OFF,49,42,,311.25,15251.25,17430,,
240703,STHYD-5,CAMP_SAN_01,P02,860,33% OFF,471,659,,576.2,271390.2,566740,,
8d5095,STCBE-2,CAMP_DIW_01,P15,3000,500 Cashback,234,840,,2500,585000,2520000,,
efd0d2,STMYS-2,CAMP_DIW_01,P15,3000,500 Cashback,486,1273,,2500,1215000,3819000,,
8ef678,STMYS-3,CAMP_DIW_01,P01,172,33% OFF,311,398,,115.24,35839.64,68456,,
4ca177,STVSK-4,CAMP_SAN_01,P14,1020,BOGOF,75,198,,510,38250,201960,,
fc3f51,STBLR-6,CAMP_SAN_01,P07,300,BOGOF,40,165,,150,6000,49500,,
f3d93f,STHYD-4,CAMP_DIW_01,P09,110,50% OFF,73,95,,55,4015,10450,,
792708,STBLR-5,CAMP_SAN_01,P13,350,BOGOF,115,445,,175,20125,155750,,
4692bf,STMLR-0,CAMP_SAN_01,P04,370,BOGOF,267,731,,185,49395,270470,,
deb3a5,STHYD-2,CAMP_SAN_01,P12,62,50% OFF,52,72,,31,1612,4464,,
a0dc46,STHYD-3,CAMP_DIW_01,P05,55,25% OFF,129,104,,41.25,5321.25,5720,,
bb447f,STCBE-3,CAMP_SAN_01,P12,62,50% OFF,36,55,,31,1116,3410,,
fa1dd3,STCHE-3,CAMP_SAN_01,P15,3000,500 Cashback,127,367,,2500,317500,1101000,,
837127,STVJD-0,CAMP_DIW_01,P03,156,25% OFF,208,197,,117,24336,30732,,
6aae63,STMYS-2,CAMP_DIW_01,P13,350,BOGOF,63,189,,175,11025,66150,,
a24528,STVSK-2,CAMP_DIW_01,P05,55,25% OFF,70,62,,41.25,2887.5,3410,,
4ff977,STVSK-4,CAMP_DIW_01,P15,3000,500 Cashback,292,750,,2500,730000,2250000,,
3.42E+08,STMDU-3,CAMP_SAN_01,P11,190,50% OFF,34,38,,95,3230,7220,,
f8b215,STBLR-4,CAMP_DIW_01,P14,1020,BOGOF,40,138,,510,20400,140760,,
f6c17f,STBLR-0,CAMP_SAN_01,P09,90,25% OFF,54,45,,67.5,3645,4050,,
67f756,STHYD-5,CAMP_SAN_01,P13,350,BOGOF,111,441,,175,19425,154350,,
d6cc80,STCHE-4,CAMP_DIW_01,P07,300,BOGOF,61,236,,150,9150,70800,,
9d9a6c,STCBE-1,CAMP_SAN_01,P15,3000,500 Cashback,82,190,,2500,205000,570000,,
7ae5f8,STCHE-7,CAMP_DIW_01,P11,190,50% OFF,87,114,,95,8265,21660,,
fedf26,STMLR-2,CAMP_SAN_01,P10,50,25% OFF,19,15,,37.5,712.5,750,,
bfdede,STMYS-2,CAMP_SAN_01,P11,190,50% OFF,61,86,,95,5795,16340,,
e2f806,STMDU-1,CAMP_DIW_01,P14,1020,BOGOF,36,126,,510,18360,128520,,
2706c5,STMYS-2,CAMP_DIW_01,P12,62,50% OFF,77,97,,31,2387,6014,,
79f662,STVSK-1,CAMP_SAN_01,P09,90,25% OFF,40,28,,67.5,2700,2520,,
3133f3,STCHE-5,CAMP_SAN_01,P09,90,25% OFF,63,53,,67.5,4252.5,4770,,
fd4e7e,STCBE-4,CAMP_SAN_01,P03,200,BOGOF,336,913,,100,33600,182600,,
77c6d5,STCHE-1,CAMP_DIW_01,P09,110,50% OFF,59,67,,55,3245,7370,,
0d23fe,STVSK-4,CAMP_DIW_01,P09,110,50% OFF,63,86,,55,3465,9460,,
221da2,STCBE-3,CAMP_SAN_01,P15,3000,500 Cashback,91,211,,2500,227500,633000,,
b1a501,STBLR-0,CAMP_DIW_01,P11,190,50% OFF,80,108,,95,7600,20520,,
4e42b9,STHYD-4,CAMP_SAN_01,P03,200,BOGOF,376,1447,,100,37600,289400,,
1e5ae7,STCHE-7,CAMP_SAN_01,P09,90,25% OFF,54,51,,67.5,3645,4590,,
078a6a,STMDU-0,CAMP_SAN_01,P09,90,25% OFF,57,47,,67.5,3847.5,4230,,
8dca75,STBLR-5,CAMP_DIW_01,P13,350,BOGOF,71,248,,175,12425,86800,,
4eb35e,STCHE-6,CAMP_SAN_01,P04,370,BOGOF,483,1907,,185,89355,705590,,
73ad85,STHYD-5,CAMP_DIW_01,P05,55,25% OFF,106,102,,41.25,4372.5,5610,,
b98ea0,STCHE-3,CAMP_SAN_01,P11,190,50% OFF,48,69,,95,4560,13110,,
4406de,STVSK-1,CAMP_SAN_01,P11,190,50% OFF,28,40,,95,2660,7600,,
e98f37,STBLR-3,CAMP_DIW_01,P08,1190,BOGOF,43,145,,595,25585,172550,,
311946,STBLR-5,CAMP_DIW_01,P05,55,25% OFF,119,107,,41.25,4908.75,5885,,
598637,STCHE-7,CAMP_DIW_01,P09,110,50% OFF,71,90,,55,3905,9900,,
a2fd0b,STBLR-6,CAMP_DIW_01,P12,62,50% OFF,112,165,,31,3472,10230,,
53089f,STTRV-0,CAMP_DIW_01,P07,300,BOGOF,26,87,,150,3900,26100,,
82ff02,STMDU-0,CAMP_SAN_01,P10,50,25% OFF,22,18,,37.5,825,900,,
20618e,STCHE-3,CAMP_SAN_01,P04,370,BOGOF,379,1622,,185,70115,600140,,
1b6084,STMLR-1,CAMP_DIW_01,P01,172,33% OFF,141,217,,115.24,16248.84,37324,,
4cd59b,STVSK-0,CAMP_SAN_01,P09,90,25% OFF,42,35,,67.5,2835,3150,,
716a3b,STCHE-5,CAMP_SAN_01,P14,1020,BOGOF,130,514,,510,66300,524280,,
c32fcd,STHYD-3,CAMP_SAN_01,P08,1190,BOGOF,73,192,,595,43435,228480,,
f517b1,STVSK-4,CAMP_SAN_01,P07,300,BOGOF,33,83,,150,4950,24900,,
f2d468,STTRV-0,CAMP_SAN_01,P03,200,BOGOF,190,741,,100,19000,148200,,
371e1a,STBLR-5,CAMP_DIW_01,P01,172,33% OFF,322,483,,115.24,37107.28,83076,,
9bd616,STCHE-0,CAMP_DIW_01,P01,172,33% OFF,330,504,,115.24,38029.2,86688,,
1c9eaa,STBLR-6,CAMP_DIW_01,P02,860,33% OFF,367,612,,576.2,211465.4,526320,,
1b0022,STVSK-0,CAMP_SAN_01,P04,370,BOGOF,370,1457,,185,68450,539090,,
ad2ad4,STMDU-3,CAMP_DIW_01,P04,290,25% OFF,197,175,,217.5,42847.5,50750,,
fad26a,STCHE-3,CAMP_DIW_01,P01,172,33% OFF,369,546,,115.24,42523.56,93912,,
26a18a,STVSK-3,CAMP_SAN_01,P15,3000,500 Cashback,109,192,,2500,272500,576000,,
d3d574,STMLR-2,CAMP_SAN_01,P08,1190,BOGOF,16,63,,595,9520,74970,,
0edad5,STTRV-1,CAMP_SAN_01,P13,350,BOGOF,51,205,,175,8925,71750,,
46ee5a,STCBE-3,CAMP_DIW_01,P04,290,25% OFF,246,214,,217.5,53505,62060,,
9d3d1f,STCHE-6,CAMP_SAN_01,P15,3000,500 Cashback,147,320,,2500,367500,960000,,
caa1e1,STCHE-5,CAMP_SAN_01,P03,200,BOGOF,432,1736,,100,43200,347200,,
7d9576,STBLR-7,CAMP_SAN_01,P15,3000,500 Cashback,120,345,,2500,300000,1035000,,
59f792,STCHE-4,CAMP_DIW_01,P15,3000,500 Cashback,448,1545,,2500,1120000,4635000,,
86206,STHYD-1,CAMP_SAN_01,P14,1020,BOGOF,102,279,,510,52020,284580,,
457639,STCHE-4,CAMP_SAN_01,P08,1190,BOGOF,54,222,,595,32130,264180,,
5f18fc,STVJD-1,CAMP_SAN_01,P10,50,25% OFF,18,13,,37.5,675,650,,
2fe921,STCHE-0,CAMP_SAN_01,P05,55,25% OFF,25,21,,41.25,1031.25,1155,,
5760fd,STCBE-1,CAMP_SAN_01,P13,350,BOGOF,87,346,,175,15225,121100,,
715baf,STHYD-3,CAMP_DIW_01,P13,350,BOGOF,82,239,,175,14350,83650,,
d04bc1,STCBE-0,CAMP_SAN_01,P09,90,25% OFF,49,46,,67.5,3307.5,4140,,
269cec,STBLR-6,CAMP_SAN_01,P02,860,33% OFF,532,813,,576.2,306538.4,699180,,
41dc33,STHYD-1,CAMP_SAN_01,P10,50,25% OFF,36,29,,37.5,1350,1450,,
420258,STVSK-3,CAMP_SAN_01,P14,1020,BOGOF,54,137,,510,27540,139740,,
005c46,STCBE-2,CAMP_SAN_01,P05,55,25% OFF,18,15,,41.25,742.5,825,,
642b50,STMYS-1,CAMP_DIW_01,P14,1020,BOGOF,36,145,,510,18360,147900,,
93118f,STVSK-0,CAMP_SAN_01,P03,200,BOGOF,261,1041,,100,26100,208200,,
5e0a8c,STBLR-5,CAMP_SAN_01,P12,62,50% OFF,55,77,,31,1705,4774,,
8ba5a1,STBLR-6,CAMP_DIW_01,P09,110,50% OFF,84,131,,55,4620,14410,,
eb967c,STMYS-1,CAMP_SAN_01,P15,3000,500 Cashback,133,383,,2500,332500,1149000,,
726ac4,STBLR-5,CAMP_SAN_01,P04,370,BOGOF,454,1756,,185,83990,649720,,
f8b6ac,STCHE-4,CAMP_DIW_01,P02,860,33% OFF,400,580,,576.2,230480,498800,,
a83e09,STMDU-3,CAMP_SAN_01,P07,300,BOGOF,22,88,,150,3300,26400,,
417902,STMDU-0,CAMP_DIW_01,P08,1190,BOGOF,29,116,,595,17255,138040,,
3100ef,STBLR-5,CAMP_SAN_01,P09,90,25% OFF,67,56,,67.5,4522.5,5040,,
20da13,STBLR-4,CAMP_SAN_01,P07,300,BOGOF,48,185,,150,7200,55500,,
380a4f,STCHE-1,CAMP_DIW_01,P08,1190,BOGOF,45,137,,595,26775,163030,,
8c13bb,STBLR-5,CAMP_DIW_01,P08,1190,BOGOF,47,159,,595,27965,189210,,
d70dcb,STCBE-4,CAMP_SAN_01,P15,3000,500 Cashback,90,146,,2500,225000,438000,,
367337,STCHE-6,CAMP_SAN_01,P09,90,25% OFF,81,60,,67.5,5467.5,5400,,
ff3c54,STCHE-3,CAMP_SAN_01,P05,55,25% OFF,24,19,,41.25,990,1045,,
bae5cb,STVSK-3,CAMP_SAN_01,P11,190,50% OFF,34,39,,95,3230,7410,,
23ef05,STVSK-0,CAMP_DIW_01,P12,62,50% OFF,78,121,,31,2418,7502,,
49057f,STHYD-0,CAMP_SAN_01,P15,3000,500 Cashback,121,274,,2500,302500,822000,,
f3de30,STMLR-1,CAMP_SAN_01,P12,62,50% OFF,31,45,,31,961,2790,,
ac0b1c,STMYS-3,CAMP_SAN_01,P14,1020,BOGOF,78,331,,510,39780,337620,,
75c3a0,STBLR-0,CAMP_DIW_01,P13,350,BOGOF,73,282,,175,12775,98700,,
5715c0,STVSK-1,CAMP_SAN_01,P12,62,50% OFF,46,66,,31,1426,4092,,
e5db3d,STCBE-0,CAMP_DIW_01,P08,1190,BOGOF,29,98,,595,17255,116620,,
ef61c6,STHYD-2,CAMP_SAN_01,P07,300,BOGOF,48,188,,150,7200,56400,,
0eb526,STMLR-0,CAMP_DIW_01,P07,300,BOGOF,38,113,,150,5700,33900,,
eb8939,STBLR-9,CAMP_DIW_01,P06,415,25% OFF,91,89,,311.25,28323.75,36935,,
316cd1,STMYS-2,CAMP_SAN_01,P07,300,BOGOF,45,122,,150,6750,36600,,
5a94d6,STVSK-0,CAMP_DIW_01,P06,415,25% OFF,64,58,,311.25,19920,24070,,
ff8f10,STMDU-0,CAMP_SAN_01,P11,190,50% OFF,34,47,,95,3230,8930,,
9ff8d2,STBLR-1,CAMP_DIW_01,P06,415,25% OFF,87,82,,311.25,27078.75,34030,,
0c0926,STMDU-3,CAMP_DIW_01,P08,1190,BOGOF,26,91,,595,15470,108290,,
252235,STHYD-4,CAMP_DIW_01,P07,300,BOGOF,64,223,,150,9600,66900,,
41d6bd,STCHE-1,CAMP_SAN_01,P03,200,BOGOF,424,1127,,100,42400,225400,,
73c8f5,STVSK-3,CAMP_DIW_01,P01,172,33% OFF,229,293,,115.24,26389.96,50396,,
1f0eaf,STBLR-6,CAMP_SAN_01,P15,3000,500 Cashback,147,385,,2500,367500,1155000,,
bb62b3,STHYD-6,CAMP_SAN_01,P03,200,BOGOF,378,1459,,100,37800,291800,,
6c43b6,STMLR-1,CAMP_DIW_01,P07,300,BOGOF,29,97,,150,4350,29100,,
86ec8d,STMDU-3,CAMP_SAN_01,P04,370,BOGOF,303,1172,,185,56055,433640,,
35463c,STCBE-0,CAMP_DIW_01,P04,290,25% OFF,211,202,,217.5,45892.5,58580,,
95f061,STMYS-3,CAMP_SAN_01,P15,3000,500 Cashback,160,443,,2500,400000,1329000,,
693b77,STMLR-0,CAMP_DIW_01,P12,62,50% OFF,70,88,,31,2170,5456,,
4ca50a,STHYD-3,CAMP_DIW_01,P08,1190,BOGOF,50,156,,595,29750,185640,,
01b425,STMYS-3,CAMP_DIW_01,P09,110,50% OFF,68,76,,55,3740,8360,,
d3d442,STBLR-5,CAMP_SAN_01,P15,3000,500 Cashback,166,396,,2500,415000,1188000,,
b17f27,STCBE-0,CAMP_DIW_01,P06,415,25% OFF,59,56,,311.25,18363.75,23240,,
be6ab1,STCHE-4,CAMP_SAN_01,P09,90,25% OFF,73,60,,67.5,4927.5,5400,,
cf0ccd,STVSK-1,CAMP_DIW_01,P08,1190,BOGOF,35,117,,595,20825,139230,,
d7798b,STMYS-2,CAMP_SAN_01,P02,860,33% OFF,484,677,,576.2,278880.8,582220,,
e93b62,STCHE-2,CAMP_SAN_01,P04,370,BOGOF,513,2067,,185,94905,764790,,
65f085,STCHE-4,CAMP_SAN_01,P12,62,50% OFF,60,87,,31,1860,5394,,
39d354,STMYS-0,CAMP_DIW_01,P06,415,25% OFF,57,49,,311.25,17741.25,20335,,
90f2d8,STMDU-2,CAMP_DIW_01,P10,65,50% OFF,61,71,,32.5,1982.5,4615,,
d04c7f,STBLR-9,CAMP_SAN_01,P07,300,BOGOF,40,159,,150,6000,47700,,
7b51be,STCHE-5,CAMP_SAN_01,P04,370,BOGOF,403,1587,,185,74555,587190,,
68c31e,STBLR-7,CAMP_SAN_01,P08,1190,BOGOF,54,235,,595,32130,279650,,
b6233e,STMLR-2,CAMP_DIW_01,P01,172,33% OFF,175,222,,115.24,20167,38184,,
4b411a,STVJD-0,CAMP_DIW_01,P15,3000,500 Cashback,218,673,,2500,545000,2019000,,
dd9914,STVSK-1,CAMP_DIW_01,P10,65,50% OFF,98,132,,32.5,3185,8580,,
874377,STHYD-3,CAMP_DIW_01,P02,860,33% OFF,365,616,,576.2,210313,529760,,
7.83E+87,STMDU-3,CAMP_DIW_01,P14,1020,BOGOF,31,108,,510,15810,110160,,
6a1564,STMDU-3,CAMP_DIW_01,P15,3000,500 Cashback,334,1022,,2500,835000,3066000,,
ac0b82,STMYS-0,CAMP_DIW_01,P04,290,25% OFF,234,205,,217.5,50895,59450,,
19d7b5,STMYS-1,CAMP_SAN_01,P03,200,BOGOF,382,1596,,100,38200,319200,,
9d7bd2,STCHE-5,CAMP_DIW_01,P03,156,25% OFF,413,375,,117,48321,58500,,
17edbc,STMYS-1,CAMP_DIW_01,P03,156,25% OFF,281,230,,117,32877,35880,,
38bf1b,STCHE-1,CAMP_SAN_01,P05,55,25% OFF,30,25,,41.25,1237.5,1375,,
4cc388,STBLR-7,CAMP_SAN_01,P02,860,33% OFF,526,799,,576.2,303081.2,687140,,
c115da,STCHE-2,CAMP_DIW_01,P13,350,BOGOF,84,293,,175,14700,102550,,
1271,STCBE-2,CAMP_SAN_01,P13,350,BOGOF,121,500,,175,21175,175000,,
3bf731,STVSK-3,CAMP_SAN_01,P04,370,BOGOF,265,673,,185,49025,249010,,
07e4ea,STHYD-6,CAMP_SAN_01,P04,370,BOGOF,486,1890,,185,89910,699300,,
a1ef43,STTRV-1,CAMP_SAN_01,P12,62,50% OFF,27,38,,31,837,2356,,
1cfaa8,STBLR-2,CAMP_SAN_01,P08,1190,BOGOF,43,166,,595,25585,197540,,
2eb400,STBLR-5,CAMP_SAN_01,P07,300,BOGOF,52,207,,150,7800,62100,,
cd3392,STCHE-6,CAMP_SAN_01,P07,300,BOGOF,31,123,,150,4650,36900,,
141d98,STCHE-4,CAMP_SAN_01,P03,200,BOGOF,387,1695,,100,38700,339000,,
e74698,STBLR-5,CAMP_DIW_01,P14,1020,BOGOF,43,144,,510,21930,146880,,
512d92,STCHE-4,CAMP_DIW_01,P09,110,50% OFF,87,115,,55,4785,12650,,
ce3c11,STHYD-4,CAMP_DIW_01,P14,1020,BOGOF,52,176,,510,26520,179520,,
6.20E+94,STMYS-0,CAMP_SAN_01,P08,1190,BOGOF,48,129,,595,28560,153510,,
315542,STVJD-1,CAMP_SAN_01,P03,200,BOGOF,183,710,,100,18300,142000,,
42a404,STCBE-1,CAMP_SAN_01,P12,62,50% OFF,42,48,,31,1302,2976,,
7a2a47,STBLR-7,CAMP_DIW_01,P07,300,BOGOF,64,254,,150,9600,76200,,
ad9ba5,STHYD-5,CAMP_DIW_01,P01,172,33% OFF,337,485,,115.24,38835.88,83420,,
3080c6,STVSK-4,CAMP_DIW_01,P14,1020,BOGOF,38,114,,510,19380,116280,,
c11cad,STMYS-2,CAMP_SAN_01,P09,90,25% OFF,61,50,,67.5,4117.5,4500,,
8a219d,STBLR-8,CAMP_DIW_01,P08,1190,BOGOF,64,218,,595,38080,259420,,
3ec68b,STBLR-1,CAMP_DIW_01,P09,110,50% OFF,73,95,,55,4015,10450,,
0690d9,STHYD-3,CAMP_DIW_01,P15,3000,500 Cashback,418,1082,,2500,1045000,3246000,,
c7f28c,STBLR-0,CAMP_SAN_01,P15,3000,500 Cashback,144,374,,2500,360000,1122000,,
94102d,STBLR-4,CAMP_SAN_01,P12,62,50% OFF,64,92,,31,1984,5704,,
74657,STMLR-0,CAMP_DIW_01,P02,860,33% OFF,194,271,,576.2,111782.8,233060,,
f46036,STVSK-4,CAMP_DIW_01,P13,350,BOGOF,61,178,,175,10675,62300,,
c74866,STBLR-5,CAMP_DIW_01,P10,65,50% OFF,115,151,,32.5,3737.5,9815,,
ab6327,STHYD-1,CAMP_SAN_01,P04,370,BOGOF,444,1123,,185,82140,415510,,
41cb8f,STBLR-6,CAMP_DIW_01,P03,156,25% OFF,402,353,,117,47034,55068,,
9a13a5,STHYD-4,CAMP_DIW_01,P11,190,50% OFF,82,107,,95,7790,20330,,
cac6b5,STCBE-4,CAMP_SAN_01,P11,190,50% OFF,28,39,,95,2660,7410,,
2c0a90,STMDU-2,CAMP_SAN_01,P12,62,50% OFF,36,42,,31,1116,2604,,
7a9ebd,STTRV-0,CAMP_DIW_01,P11,190,50% OFF,33,42,,95,3135,7980,,
19352c,STBLR-4,CAMP_SAN_01,P02,860,33% OFF,501,701,,576.2,288676.2,602860,,
415f7e,STVSK-2,CAMP_SAN_01,P07,300,BOGOF,24,93,,150,3600,27900,,
5c7b20,STCBE-4,CAMP_DIW_01,P05,55,25% OFF,101,89,,41.25,4166.25,4895,,
c6693c,STBLR-1,CAMP_SAN_01,P04,370,BOGOF,413,1102,,185,76405,407740,,
0f750a,STBLR-0,CAMP_SAN_01,P02,860,33% OFF,451,613,,576.2,259866.2,527180,,
d31554,STMDU-2,CAMP_DIW_01,P05,55,25% OFF,80,70,,41.25,3300,3850,,
7151bb,STBLR-6,CAMP_DIW_01,P13,350,BOGOF,98,372,,175,17150,130200,,
8f9cc5,STMLR-1,CAMP_DIW_01,P08,1190,BOGOF,29,100,,595,17255,119000,,
d81627,STCBE-2,CAMP_SAN_01,P04,370,BOGOF,355,1508,,185,65675,557960,,
6e5da9,STVJD-0,CAMP_SAN_01,P11,190,50% OFF,25,35,,95,2375,6650,,
6e412f,STBLR-7,CAMP_SAN_01,P06,415,25% OFF,34,28,,311.25,10582.5,11620,,
b110d3,STCBE-3,CAMP_SAN_01,P06,415,25% OFF,18,14,,311.25,5602.5,5810,,
c2ee4f,STVSK-3,CAMP_SAN_01,P13,350,BOGOF,58,148,,175,10150,51800,,
e45c30,STMDU-1,CAMP_DIW_01,P06,415,25% OFF,70,63,,311.25,21787.5,26145,,
353060,STBLR-7,CAMP_SAN_01,P11,190,50% OFF,45,73,,95,4275,13870,,
461ad4,STTRV-1,CAMP_DIW_01,P09,110,50% OFF,42,55,,55,2310,6050,,
cbf0ad,STCHE-6,CAMP_SAN_01,P03,200,BOGOF,358,1410,,100,35800,282000,,
207744,STBLR-0,CAMP_SAN_01,P12,62,50% OFF,52,75,,31,1612,4650,,
ff02ae,STCBE-3,CAMP_DIW_01,P11,190,50% OFF,66,102,,95,6270,19380,,
6cb844,STBLR-3,CAMP_SAN_01,P10,50,25% OFF,28,21,,37.5,1050,1050,,
2b41a0,STBLR-3,CAMP_SAN_01,P02,860,33% OFF,450,634,,576.2,259290,545240,,
a50d87,STCBE-3,CAMP_DIW_01,P10,65,50% OFF,82,122,,32.5,2665,7930,,
18810a,STMYS-1,CAMP_DIW_01,P02,860,33% OFF,395,711,,576.2,227599,611460,,
608271,STMDU-0,CAMP_SAN_01,P15,3000,500 Cashback,122,342,,2500,305000,1026000,,
edacb9,STCHE-3,CAMP_DIW_01,P10,65,50% OFF,119,154,,32.5,3867.5,10010,,
ce95b1,STCHE-2,CAMP_DIW_01,P12,62,50% OFF,119,138,,31,3689,8556,,
6ae240,STBLR-4,CAMP_SAN_01,P13,350,BOGOF,94,371,,175,16450,129850,,
e2f6b2,STCHE-1,CAMP_DIW_01,P15,3000,500 Cashback,316,859,,2500,790000,2577000,,
6b0ee6,STMDU-1,CAMP_DIW_01,P07,300,BOGOF,47,157,,150,7050,47100,,
0aefa5,STVSK-3,CAMP_SAN_01,P06,415,25% OFF,33,27,,311.25,10271.25,11205,,
0f3f34,STCHE-1,CAMP_DIW_01,P06,415,25% OFF,99,87,,311.25,30813.75,36105,,
ed7b12,STVSK-0,CAMP_SAN_01,P10,50,25% OFF,16,13,,37.5,600,650,,
debbd7,STCBE-0,CAMP_SAN_01,P11,190,50% OFF,45,72,,95,4275,13680,,
2b8abd,STCHE-2,CAMP_SAN_01,P14,1020,BOGOF,105,407,,510,53550,415140,,
0da7fd,STVSK-0,CAMP_SAN_01,P02,860,33% OFF,408,632,,576.2,235089.6,543520,,
d58c29,STVSK-2,CAMP_SAN_01,P08,1190,BOGOF,27,107,,595,16065,127330,,
861506,STCHE-6,CAMP_DIW_01,P03,156,25% OFF,334,260,,117,39078,40560,,
fd48ff,STCBE-0,CAMP_SAN_01,P04,370,BOGOF,367,1423,,185,67895,526510,,
7912c8,STVSK-3,CAMP_SAN_01,P05,55,25% OFF,19,15,,41.25,783.75,825,,
1768c2,STHYD-0,CAMP_DIW_01,P02,860,33% OFF,367,601,,576.2,211465.4,516860,,
61089e,STHYD-5,CAMP_SAN_01,P04,370,BOGOF,412,1615,,185,76220,597550,,
e5e244,STBLR-5,CAMP_DIW_01,P02,860,33% OFF,351,526,,576.2,202246.2,452360,,
1f8bc3,STCBE-2,CAMP_DIW_01,P01,172,33% OFF,190,313,,115.24,21895.6,53836,,
5.00E+300,STVJD-1,CAMP_DIW_01,P14,1020,BOGOF,24,80,,510,12240,81600,,
e8d896,STCHE-1,CAMP_SAN_01,P10,50,25% OFF,40,33,,37.5,1500,1650,,
2dd3f7,STHYD-4,CAMP_DIW_01,P03,156,25% OFF,341,327,,117,39897,51012,,
b7db9e,STHYD-4,CAMP_DIW_01,P05,55,25% OFF,106,101,,41.25,4372.5,5555,,
13d333,STCHE-7,CAMP_SAN_01,P01,172,33% OFF,256,358,,115.24,29501.44,61576,,
77435f,STBLR-3,CAMP_SAN_01,P01,172,33% OFF,277,387,,115.24,31921.48,66564,,
3181a7,STCBE-1,CAMP_SAN_01,P11,190,50% OFF,28,31,,95,2660,5890,,
3ea719,STBLR-7,CAMP_DIW_01,P02,860,33% OFF,336,577,,576.2,193603.2,496220,,
3d8361,STMYS-1,CAMP_DIW_01,P08,1190,BOGOF,47,184,,595,27965,218960,,
0d853d,STHYD-4,CAMP_SAN_01,P02,860,33% OFF,594,819,,576.2,342262.8,704340,,
4d9f1a,STCBE-1,CAMP_DIW_01,P09,110,50% OFF,59,69,,55,3245,7590,,
ea384f,STBLR-7,CAMP_SAN_01,P10,50,25% OFF,40,33,,37.5,1500,1650,,
9fcb92,STMDU-2,CAMP_DIW_01,P15,3000,500 Cashback,315,976,,2500,787500,2928000,,
b97eb0,STBLR-2,CAMP_SAN_01,P11,190,50% OFF,49,68,,95,4655,12920,,
90110c,STHYD-0,CAMP_SAN_01,P04,370,BOGOF,412,1615,,185,76220,597550,,
72eed8,STHYD-4,CAMP_DIW_01,P04,290,25% OFF,376,360,,217.5,81780,104400,,
d552e3,STMDU-3,CAMP_SAN_01,P12,62,50% OFF,45,53,,31,1395,3286,,
74399f,STMYS-3,CAMP_DIW_01,P13,350,BOGOF,73,282,,175,12775,98700,,
f9b0ef,STVJD-0,CAMP_DIW_01,P05,55,25% OFF,56,54,,41.25,2310,2970,,
b838cd,STTRV-1,CAMP_DIW_01,P01,172,33% OFF,147,214,,115.24,16940.28,36808,,
191614,STMYS-3,CAMP_DIW_01,P10,65,50% OFF,103,109,,32.5,3347.5,7085,,
15265d,STCHE-5,CAMP_SAN_01,P12,62,50% OFF,58,65,,31,1798,4030,,
166989,STCBE-1,CAMP_SAN_01,P01,172,33% OFF,169,206,,115.24,19475.56,35432,,
18f69b,STMLR-2,CAMP_DIW_01,P10,65,50% OFF,61,68,,32.5,1982.5,4420,,
2cc7f0,STMDU-3,CAMP_SAN_01,P02,860,33% OFF,457,548,,576.2,263323.4,471280,,
f65a1e,STVSK-4,CAMP_DIW_01,P04,290,25% OFF,255,196,,217.5,55462.5,56840,,
bff226,STCBE-1,CAMP_DIW_01,P06,415,25% OFF,57,44,,311.25,17741.25,18260,,
d0356d,STCHE-0,CAMP_DIW_01,P08,1190,BOGOF,45,152,,595,26775,180880,,
262ff3,STVSK-0,CAMP_DIW_01,P13,350,BOGOF,47,161,,175,8225,56350,,
0953d7,STVSK-1,CAMP_SAN_01,P02,860,33% OFF,387,530,,576.2,222989.4,455800,,
d2a08d,STCHE-5,CAMP_DIW_01,P10,65,50% OFF,141,157,,32.5,4582.5,10205,,
d33904,STMYS-3,CAMP_DIW_01,P07,300,BOGOF,59,233,,150,8850,69900,,
13fd74,STMDU-3,CAMP_DIW_01,P05,55,25% OFF,64,58,,41.25,2640,3190,,
c3ae5a,STBLR-1,CAMP_SAN_01,P11,190,50% OFF,39,55,,95,3705,10450,,
